,tonalidad,tonalidad_escala,scale_coverage,mayor_chord_coverage,minor_chord_coverage,sc_1,sc_2,sc_3,sc_4,sc_5,sc_6,sc_7,avr_vertical_notes,cant_eventos_por_pedal,cant_pedales_seg,duracion_seg,tracks_used,info_tracks,Clean Electric Guitar,Marimba,Electric Piano,HiHat,Synth,Fingered Bass,Effects,Side Stick,Snare,Tambourine,Cabasa,Maracas,Rock Organ,Drum,Cencerro,Timbale,Shaker,Open HiHat,Tom,Cynbal,crash,Block,ride,Vibra Slap,note_num_mean,note_num_std,note_num_min,note_num_25%,note_num_50%,note_num_75%,note_num_max,Octave_mean,Octave_std,Octave_min,Octave_25%,Octave_50%,Octave_75%,Octave_max,duration_mean,duration_std,duration_min,duration_25%,duration_50%,duration_75%,duration_max,mf,p,m,f,ff,pp,xs,xxs,xl,s,l,Genero,Grupo,tema,Piano,String ensamble,Hammond Organ,Vocals,Hand clap,Steel Guitar,Picked Bass,Brass Section,Sax,Lead,Church Organ 1,Conga,Clavinet,Orchestra Hit,Triangle,Trombone,Overdriven Guitar,Surdo,Bongo,Timpani,Agogo,Reverse Cymbal,Acoustic Bass,Synth Drum,Synph Brass,Distortion Guitar,Celesta,Clarinet,Shakuhachi,Nylon,Harpsicord,Jazz Guitar,Fretless Bass,Harp,Guiro,Ocarina,Piccolo,Flute,Slap,Muted Electric Guitar,Recorder,Reed Organ,Tuba,Steel Drums,Glockenspiel,Taiko Drum,Vibraphone,Strings,Whistle,Pan Flute,High Q,Percussive Organ,Harmonica,Jingle bell,Beltree,Castanets,French Accordion,Trumpet,Honky Piano,English Horn,Oboe,Muted Trumpet,Guitar Harmonics,Melodic Tom 1,Tubular Bells,Metronome,Stick,Bandoneon,Banjo,French Horn,Xylophone,Music Box,Guitar noise,Kalimba,Scratch,Claves,Sitar,Shanai,Fiddle,Bassoon,Tinkle Bell,Bagpipe,Cuica,Dulcimer/Santur,Woodblock,Square,Koto,Blown Bottle,Shamisen
331,C,m,98.86,14.719999999999999,41.73,31.88,5.66,7.02,43.37,2.83,3.23,4.87,0.7989807474518686,7.2170978627671545,1.3232364338396785,167.959401899999,4,0 Vocals1 Guitar2 Sitar 13 Sitar 24 Bass5 Drums6 Love You To7 The Beatles8 Seq by Tom Cottone9,,,,,0.19052223119401446,,,,,,,,,1.131225747714461,,,,,3.619922392686275,0.9704726151445111,,,,,60.39977349943375,7.180859035838106,43.0,57.0,60.0,67.0,75.0,4.706681766704417,0.497051450619091,3.0,4.0,5.0,5.0,6.0,101.74065685164213,47.36773875430175,29.0,59.0,119.0,119.0,239.0,0.21913929784824462,0.0,0.008493771234428085,0.43941109852774635,0.30973952434881086,0.01245753114382786,0.02944507361268403,0.35900339750849375,0.057757644394110984,0.5373725934314836,0.007927519818799546,ClassicRock,Beatles,Revolver,,,,,,,,,,0.8097194825745615,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.514203920251097,,,,,,,,,,,,
332,C,M,97.65999999999998,50.489999999999995,28.59,30.32,16.9,14.8,13.43,10.52,8.42,3.27,0.11281265952016335,,,103.98744212500442,13,0 DRUMS1 BASS2 SYNTH3 GUITAR4 ORGAN5 PIANO6 SWEEP BASS7 STRINGS8 GUITAR9 DISTORTED GUITAR10 CYMBOLS11 SHE SAID SHE SAID12      LENNON / McCARTNEY13 SEQUENCE - JIM HUFF14 jhuff@arinc.com15 HI-HAT16 SNARE17,2.3945199046311227,,,12.982336832337413,3.3080917557956075,,,,2.327204084019003,,,,,0.9616545801731418,,,,,0.02884963740519425,,0.2211805534398226,,,,54.26084737110771,9.608785428040665,36.0,46.0,55.0,60.0,83.0,4.057172026544155,0.8052422512896538,3.0,3.0,4.0,5.0,6.0,129.13721286370597,117.31743493585955,22.0,56.0,80.0,141.5,444.0999999999999,0.13527309851965288,0.008677896886166412,0.05053598774885146,0.4635017866258295,0.35987748851454826,0.0071465033180193975,0.23991832567636548,0.5436447166921899,0.09545686574783052,0.06125574272588055,0.009188361408882083,ClassicRock,Beatles,Revolver,4.923671450486486,2.009858072561866,2.57723427486402,,,,,,,,,,,,,,,,,,,,2.44260263363978,,,1.1828351336129643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,C,M,84.61999999999999,37.95,36.910000000000004,21.7,27.06,4.32,6.16,11.93,10.89,2.56,0.46036829463570855,1.5280763030628695,4.514798641436171,164.88000000000093,5,"0 I originally did this for the MT-32 way back when.  Then, just today,1 synth brass         2 elec guitar         3 Sitar               4 slap bass           5 Rhythm Track        6 ====================7 The Beatles' Taxman 8 sequenced by        9 -.\\ike Doyle       10 for the Roland SC-5511 SCC-1, and other    12 GS/GM MIDI synths.  13 Want more? Call:    14 Power Windows BBS   15 205-881-8619        16 -.\\.               17 ====================18",,,,,,,,,1.0128578360019351,,,,,2.304706453178056,,,,,,,,,0.3639010189228509,,56.47477982385909,17.49027787554627,24.0,36.0,64.0,72.0,81.0,4.3642914331465175,1.482063540498716,2.0,3.0,5.0,6.0,6.0,148.63090472377903,93.21067452504992,24.0,48.0,192.0,192.0,384.0,0.0,0.35388310648518817,0.0,0.0,0.31625300240192156,0.32986389111289033,0.23698959167333866,0.25380304243394713,0.06164931945556445,0.4067253803042434,0.04083266613290633,ClassicRock,Beatles,Revolver,,,,,,,,,,,,,,,,,3.117418728772423,,,,,,,,1.3464337700145483,,,,,,,,,,,,,,2.4987869966035765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6125667151867991,,,,,,,,,,,,
334,G,M,97.3,59.17,46.07,22.04,19.19,18.8,17.94,9.53,6.09,3.71,0.7246856386499008,14.694444444444445,0.626815724777995,143.58286884375167,8,0 Chorus1 Melody Track2 Chord Track3 Band4 Band25 6 Toots7 Sea8 Fade9 Sgt.P'ercussion10 Gulls11 Blue Meanies12 13 14 15,,,,0.055716953313599556,0.07661081080619939,,0.501452579822396,0.013929238328399889,1.1700560195855907,,,,,0.4527002456729964,0.055716953313599556,,,0.5989572481211952,0.8845066338533929,,,0.3900186731951969,,,61.26075446724024,11.28461599284171,31.0,54.0,66.0,69.0,84.0,4.553937789543348,0.9262021256638584,2.0,4.0,5.0,5.0,7.0,240.13500992720054,218.1589256931423,64.0,92.0,188.0,258.0,768.0,0.44804765056254137,0.02382528127068167,0.01786896095301125,0.14824619457313037,0.1542025148908008,0.0006618133686300463,0.25810721376571805,0.4983454665784249,0.11912640635340833,0.10191925876902713,0.004632693580410324,ClassicRock,Beatles,Revolver,,,,,,,,0.9541528254953924,1.9222348893191847,,,,,,,,,,,,,,,,,,,,0.4387710073445965,,,,,,,,0.5153818181507959,,,,,,1.135232923764591,,,,,,,,,,,,,,,,,3.517132677920972,,,,,,,,,,1.4625700244819884,,,,,,,,,,,,,,,,,,,
335,G,M,93.42999999999999,50.52,39.72,19.96,18.31,16.69,13.87,9.52,9.16,5.92,0.7902875090601594,10.598721147847785,2.0803070532756016,171.23540568750332,9,Drive My Car 0 Gtr Nylon1 Gtr Leads Overdrive2 Fretless E Bass3 Piano4 Voc 1 Oohs5 Voc 2 Oohs6 Voc 3 Oohs7 Rock Organ8 Rythm Gtr Muted9 Std Drums10 D.W.Barnes11,,,,3.4805885944386548,,,,,1.3840595585267805,2.1724479146496303,2.575401963334642,1.2906209385418501,3.7667443681425037,2.8498779095403752,1.8804522271967228,,,0.24527637746044212,0.14599784372645364,,0.08175879248681404,,,,55.34621889345252,13.134917881138206,26.0,45.0,55.0,65.0,86.0,4.122493355883064,1.1864483584387369,2.0,3.0,4.0,5.0,7.0,67.36361439961344,56.3583305382241,9.0,26.0,47.0,95.0,222.0,0.04590480792461947,0.09954095192075381,0.03672384633969558,0.4619473302730128,0.30804542159942017,0.031891761294998794,0.2850930176371104,0.4080695820246436,0.07997100748973182,0.16598212128533463,0.024160425223483932,ClassicRock,Beatles,RubberSoul,4.292336605557737,,,4.00034091810483,,,,,,,,,,,,,0.8993467173549544,,,,,,,,,,,,,3.363790319457492,,,3.124353855746108,,,,,,,4.72449022298804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,C,m,97.5,41.61,50.03,22.26,10.74,11.1,14.32,16.67,8.57,13.84,0.3267857142857143,8.204434206737691,2.129619172028068,181.2008897916716,9,*** Girl ***0 Fretless E. Bass1 Jazz Gtr2 Aahs 13 Aahs 24 Oohs 15 Oohs 26 Nylon Gtr Rythm7 Clarinet Lead8 Drums Brush Set9 D.W.Barnes10,,,,0.36975535869073567,,,,,0.5849860898689251,,,,,0.3090492550250925,,,,,,,,,0.2593806247532026,,62.47857142857143,9.480279230949476,34.0,58.0,65.0,70.0,77.0,4.814880952380952,0.8225853188828531,2.0,4.0,5.0,5.0,6.0,49.586011904761904,24.963153212820313,11.0,32.0,32.0,64.0,96.0,0.0,0.15773809523809523,0.29077380952380955,0.05952380952380952,0.18392857142857144,0.5988095238095238,0.41160714285714284,0.10684523809523809,0.16101190476190477,0.029166666666666667,0.0005952380952380953,ClassicRock,Beatles,RubberSoul,,,,1.1037473393753303,0.7505481907752246,,,,,,,,,,,,,,,,,,,,,,,1.4459090145816826,,14.376309095363677,,0.3531991486001057,1.2637907035847533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,D,M,98.33,31.529999999999998,24.000000000000004,25.11,22.33,14.8,14.2,12.69,4.76,4.44,0.7108290360967869,18.963363863447128,0.8287448135134721,144.9179506666652,10,"0 Bass1 Guitar2 Steel String3 Clean Guitar/Solo4 Clean Guitar5 Loose Kick6 Tight Snare7 Closed Hi Hat8 Open Hi Hat9 Tambourine10 Melody11 -----------------------------------------------12 ""If I needed someone""13 by The Beatles14 Sequenced by Eric Nhan LE15 e-mail: yeuanh100@gnn.com16",7.825117556405306,,,3.7607487374258306,,,,,0.966063895852507,4.961428150842518,,,,1.7044127305397803,,,,0.10350684598419718,,,,,,,58.41650138833796,7.704170009328517,37.0,52.0,59.0,64.0,74.0,4.345101150337168,0.7192814975383819,3.0,4.0,4.0,5.0,6.0,108.54859182863943,44.130948259089394,43.0,60.0,116.0,125.0,178.0,0.29750099166997224,0.03490678302261008,0.38357794525981753,0.10472034906783023,0.03292344307814359,0.0007933359777865926,0.09361364537881793,0.27608092026973424,0.21023403411344704,0.02261007536691789,0.013883379611265371,ClassicRock,Beatles,RubberSoul,,,,,,5.754980636721363,,,1.3938921925871885,,,,,,,,,,,,,,,,,,,,,,,,2.422060196030214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,G#,M,95.92000000000002,54.49,50.72,21.96,20.75,18.19,12.98,11.78,6.89,3.37,0.5873397435897436,1.3126348597458641,5.215379806189398,159.9500000000011,5,0 Keyboard1 El Piano2 Bass #1  3 Guitar4 undefined5 undefined6 undefined7 undefined8 undefined9 Drums10,,,,1.2253829321662935,,,,,1.2253829321662935,,,,,1.8380743982494403,,,,1.2253829321662935,,,0.06251953735542314,,,,54.14663461538461,13.102463570496448,25.0,41.0,60.0,65.0,72.0,4.124198717948718,1.087122699979125,2.0,3.0,5.0,5.0,6.0,38.86538461538461,32.249545536982815,1.0,1.75,48.0,48.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14583333333333334,0.3157051282051282,0.16185897435897437,0.34294871794871795,0.03365384615384615,ClassicRock,Beatles,RubberSoul,0.41888090028133507,0.25007814942169254,0.9502969678024318,,1.2253829321662935,,,,2.7008440137542795,,,,,,,,,,,0.2688340106283195,,,,,1.356673960612682,,,,,0.3563613629259119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5004688965301554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,D,M,94.47000000000001,51.44,28.63,32.18,15.18,14.92,11.45,9.37,7.81,3.56,0.7987857762359063,5.785007072135785,1.1341033044594035,155.85000000000173,8,0 Bass            1 Guitar          2 Lead Line       3 Guitar          4 Bass Drum       5 Snare Drum      6 HiHats7 In My Life 8 By The Beatles9 Played By10 Anne Wallace11,3.599615014436919,,1.3731151748475947,0.41065126724414047,,,,,0.757138273981384,,,,,1.0330445941610409,,,,0.2117420596727599,,,0.006416426050689695,,1.0394610202117305,,55.96010407632264,14.104956427529014,28.0,45.0,61.0,68.0,85.0,4.166522116218561,1.2590049786183515,2.0,3.0,5.0,5.0,7.0,100.82567215958369,57.94124148970336,30.0,60.0,90.0,150.0,240.0,0.4865568083261058,0.0,0.1170858629661752,0.0,0.419774501300954,0.09366869037294015,0.08412836079791847,0.4614050303555941,0.0745880312228968,0.199479618386817,0.06331309627059845,ClassicRock,Beatles,RubberSoul,,,,,,0.30798845043310535,,,,,,,,,,,,,,,,,,,,,,,,,0.48764837985241677,,1.6297722168751825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,F,M,73.32,45.12,24.749999999999996,16.74,12.34,2.63,4.45,25.75,5.38,6.03,0.33874709976798145,6.861313868613139,1.8962233413374925,187.84707066666311,10,***  Michelle  ***0 Soft Karaoke1 Words2 Fretless E. Bass3 Nylon Gtr 1 Bank 324 Nylon Gtr 2 Bank 325 Jazz E. Gtr  6 Voc Oohs 17 Voc Oohs 28 Voc Oohs 39 Flute Lead10 Std. Drum Set11 D.W.Barnes12,,,,,,,,0.9369323640522141,,,,,,1.6396316370913748,,,,,,0.02661739670602881,0.03194087604723457,,1.8206299346923707,,60.30549110595514,9.403992362321327,33.0,55.0,62.0,67.0,80.0,4.668986852281516,0.847490948252895,2.0,4.0,5.0,5.0,6.0,126.66473317865429,84.37451356384665,23.0,79.0,119.0,157.0,358.0,0.18793503480278423,0.4419953596287703,0.11562258313998454,0.0,0.1423047177107502,0.2266047950502707,0.5378963650425367,0.2068832173240526,0.06496519721577726,0.06921887084300077,0.005413766434648105,ClassicRock,Beatles,RubberSoul,,,,1.4213689841019386,,,,,,,,,,,,,,,,,,,,,,,,,,9.32141232645129,,0.7506105871100125,1.208429810453708,,,,,1.0646958682411525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,E,M,93.68,71.55000000000001,48.68000000000001,39.17,5.9,5.34,10.73,27.04,4.17,1.33,0.9754854368932039,18.2,1.6214755834652617,130.83321099999904,7,Norwegian Wood0 Fretless Bass1 Flute Lead2 Flute Harmony3 Nylon Gtr 2 Bank 324 Sitar5 Nylon Gtr 1 Bank 06 Std Drums7 GS Reset SYX DWB8 D.W.Barnes 5/2/959,,,,,,,,,,0.3286627276922854,,,,0.611465539892624,,,,,,,,,,,60.48131067961165,8.384145561758809,35.0,57.0,62.5,66.0,85.0,4.47621359223301,0.7383749753900859,2.0,4.0,5.0,5.0,7.0,58.047330097087375,41.087575069730306,15.0,31.0,47.0,94.0,143.0,0.04538834951456311,0.28446601941747574,0.10145631067961165,0.15048543689320387,0.009951456310679611,0.35776699029126213,0.3296116504854369,0.4070388349514563,0.14271844660194175,0.002184466019417476,0.01699029126213592,ClassicRock,Beatles,RubberSoul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.363082910194922,,,1.4751606149909553,,,,,1.4675172957422975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.184714483541959,,,,,,,,,,,,
342,E,M,99.46000000000001,58.43,49.24,20.39,19.07,18.97,14.33,11.74,9.78,5.18,0.993643031784841,18.175,0.6568144499178982,152.25,8,0 Accoustic Piano2    1 Accoustic Piano3    2 Accoustic Piano2    3 Accoustic Piano3    4 Accoustic Bass1     5 Strings1            6 Accoustic Piano1    7 Electric Bass2      8 --------------------9,,,3.231527093596059,,,,,,,,,,,,,,,,,,,,,,57.39315403422983,12.466587519519491,35.0,44.0,63.0,68.0,76.0,4.22200488997555,1.0879183924116298,2.0,3.0,5.0,5.0,6.0,207.3036674816626,92.60610464574383,96.0,192.0,192.0,192.0,480.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6577017114914425,0.17114914425427874,0.06748166259168704,0.07921760391198043,0.02444987775061125,ClassicRock,Beatles,RubberSoul,3.264367816091954,1.5369458128078817,,,,,,,1.9310344827586208,,,,,,,,,,,,,,1.9310344827586208,,,,,1.5369458128078817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,D,m,95.07999999999998,69.35,73.6,16.07,1.66,29.15,5.19,28.38,2.81,11.82,0.3390481064483112,11.132701421800947,1.9902659328920158,164.91375187500148,9,Run For Your Life0 Std Drums1 Lead Organ 32 Harm 1 Organ 33 Harm 2 Organ 34 Muted Gtr Lead 5 Jazz Gtr Lead 6 Rythm Gtr (Nylon BK32)7 Slide Gtr (Jazz)8 Fretless E. Bass9 GS SYX DWB10 D.W.Barnes 8/27/9511 Comments? Email:12 DavidB7170@aol.com13,,,,5.396760366440435,,,,,1.4249872877679801,,,,3.037951622007481,2.7165715102981065,,,,0.012127551385259405,,,0.15765816800837226,,,,57.56857727737973,12.979504046199098,28.0,50.0,61.0,66.0,88.0,4.313203684749232,1.155288381265522,2.0,4.0,5.0,5.0,7.0,40.239252814739,23.97186783628536,13.0,15.0,44.0,47.0,95.0,0.00255885363357216,0.0,0.02047082906857728,0.01151484135107472,0.32164790174002045,0.6458546571136131,0.20931422722620266,0.28787103377686796,0.1026100307062436,0.3508188331627431,0.028915046059365405,ClassicRock,Beatles,RubberSoul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.30496984819737,,1.2733928954522375,3.3714592851021146,,,,,,,0.7094617560376751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,A,m,94.59000000000002,52.5,54.71000000000001,17.64,4.21,20.37,16.43,16.7,3.81,15.43,0.9298597194388778,5.358041958041958,1.6181701744341317,147.28570399999967,6,Wait0 Std Drums1 Fretless E. Bass2 Lead Organ 33 Harmony Organ 34 Gtr 1 Muted5 Gtr 2 Jazz6 GS Reset SYX DWB7 =================8 MUSIC & WORDS by:9 John Lennon10 Paul McCartney11 SEQUENCED by:12 DWBarnes 10/12/9613 DavidB7170@aol.com14 =================15,,,,1.167798335675541,,,,,0.8962173273789036,4.997090552658129,1.3035888398238598,,2.675072931721879,0.848690650926992,,,,0.8690592265492398,0.5974782182526024,,0.05431620165932749,,0.48205628972653153,,56.1309285237141,13.054860027097456,30.0,47.0,57.0,68.0,81.0,4.167000668002672,1.1574710334092044,2.0,3.0,4.0,5.0,6.0,82.45891783567134,46.65043605500656,44.0,47.0,47.0,134.0,191.0,0.09886439545758183,0.07214428857715431,0.019372077488309953,0.3867735470941884,0.2638610554442218,0.17835671342685372,0.05076820307281229,0.5624582498329993,0.06613226452905811,0.13092852371409486,0.17034068136272545,ClassicRock,Beatles,RubberSoul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.415131179330216,1.819592755587471,,,,,,,2.254122368862091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,E,M,87.58,63.239999999999995,46.94,32.98,5.19,11.49,15.06,18.77,2.47,1.62,0.8893617021276595,8.472700296735905,1.380911319124028,174.3155280000031,7,WHAT GOES ON?0 Std Drums1 Fretless Bass2 Lead Organ 33 Harmony 1 Oohs4 Harmony 2 Oohs5 Lead Gtr Muted6 Gtr 2 Muted7 GS Reset SYX DWB8 DWBarnes 11/05/959 Comments? Email:10 DavidB7170@aol.com11,,,,5.931772182682323,,,,,1.577598984755937,,,,1.3423933179377792,2.225848749401104,,,,0.01147344716186136,0.01147344716186136,,0.06310395939023748,,,,52.41404255319149,10.3926763148788,32.0,43.0,52.0,62.0,76.0,3.8204255319148936,0.8884624394830146,2.0,3.0,4.0,5.0,6.0,51.297872340425535,49.592702472346964,15.0,15.0,31.0,47.0,207.0,0.4004255319148936,0.0,0.02468085106382979,0.0,0.09957446808510638,0.1,0.07106382978723404,0.7923404255319149,0.06638297872340425,0.033191489361702124,0.012340425531914894,ClassicRock,Beatles,RubberSoul,,,,1.3194464236140564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0175166035695375,,,,,,,7.8019440700657245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,C,m,72.33,15.31,46.7,31.96,9.65,0.42,13.87,14.32,1.54,0.57,0.7958999095568284,5.924715205547301,2.1802965196067254,231.5052083333349,8,You Won't See Me0 Piano1 Bass Fretless2 Rythm Gtr Muted3 Voc Lead 1 Oohs4 Voc Lead 2 Oohs5 Voc Harm 1 Aahs6 Voc Harm 2 Aahs7 Std Drums8 D.W.Barnes9,,,,3.11008121667527,,,,,1.1317239982901677,0.7127269454880826,,,,1.2742693873877842,,,,0.21165830502373362,0.5269859839366429,0.1123084883799403,0.1339062746068519,,,,56.57642447995176,10.957642380379475,33.0,45.0,59.0,64.0,76.0,4.227313837805245,1.0061040131976364,2.0,3.0,4.0,5.0,6.0,70.71088332830871,41.34092762721178,22.0,42.0,48.0,96.0,190.0,0.6077781127524872,0.0,0.0,0.10762737413325293,0.09466385287910763,0.18993066023515223,0.015978293638830268,0.5911968646367199,0.051552607778112755,0.2839915586373229,0.05728067530901417,ClassicRock,Beatles,RubberSoul,5.7406915791131015,,,2.898422911651536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9675358275776533,,,,,,,2.7213210645908608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,E,m,89.82,43.870000000000005,55.88,22.18,4.52,15.99,5.46,17.71,13.79,10.17,0.8424619893753434,14.41899379432624,1.2423335054207538,279.375,13,"0 Guitar1 Applause2 Guitar3 Piano4 Bass5 Melody (Harmonica)6 Strings7 Brass8 Woodwinds9 Percussion10 More percussion11 Low Brass12 Melody (Muted Trumpet)13 Melody (Trumpet)14 -------------------------------------------15 A Day in the Life16   by the Beatles17 Sequenced by:18   Wesley Ellinger19   Houston,TX20   wesleyme@ix.netcom.com21   08/02/9522",,,,1.5284116331096196,,2.1476510067114094,0.0035794183445190158,,0.7731543624161074,0.5941834451901566,,,,0.5906040268456376,,,,0.1145413870246085,0.2684563758389262,,0.05011185682326622,,,,57.37570983696648,11.41422051801094,24.0,52.0,59.0,64.0,100.0,4.327532515112658,0.9811685907141112,2.0,4.0,4.0,5.0,8.0,119.2738596812603,57.28832272004752,30.0,78.0,94.0,190.0,192.0,0.06503022531599194,0.18043597728521707,0.033888990657629604,0.4385418574830555,0.002015021066129328,0.0007327349331379373,0.10697930023813886,0.14471514929474263,0.35372778897233925,0.33962264150943394,0.021066129327715698,ClassicRock,Beatles,SgtPepper,10.920805369127518,2.684563758389262,,,,,,0.7731543624161074,,,,,,,0.10380313199105146,0.07158836689038031,,,,,,,,,,,,1.6501118568232662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.23624161073825503,,,0.8125279642058165,0.23982102908277406,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,C,m,83.07000000000001,29.32,37.59,21.92,8.74,8.03,16.15,7.64,6.94,13.65,0.5296411856474259,5.031500266951415,1.8123672137825517,129.18187783333536,8,0 Bass guitar     1 Electric Organ  2 Lead Brass      3 Guitar          4 Panpipes        5 Bass 2 & Bells  6 Piano           7 Harmonica       8 Bass Drum       9 Snare Drum      10 Hihats          11 Toms            12 Crash Cymbal    13 Snare fills     14 Being For The Benefit15 Of Mr Kite16 By The Beatles17 Played By18 Anne Wallace19,,,0.18578457290242922,0.48768450386887674,0.05418716709654186,,,0.6115408858038296,0.40253324128859663,,,,,1.5482047741869103,,,,1.4243483922519573,1.068261294188968,,0.023223071612803653,,,,56.60764430577223,12.439318599410708,31.0,46.0,58.0,65.0,88.0,4.205928237129485,1.1153723068214543,2.0,3.0,4.0,5.0,7.0,153.42433697347914,122.45258943524334,32.0,64.0,128.0,192.0,531.600000000004,0.0,0.12246489859594384,0.02106084243369735,0.0,0.6131045241809673,0.2581903276131045,0.3611544461778471,0.453198127925117,0.05070202808112324,0.07410296411856475,0.039781591263650544,ClassicRock,Beatles,SgtPepper,,,,,,,,1.7339893470893395,,,1.8655867528952268,,,,,,,,,,,,,,,0.23223071612803653,,,,,,,2.3919763761187762,,,,,,,,,,0.06192819096747641,,,,,,,0.4334973367723349,,2.9648121425679332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,F,m,89.97,22.230000000000004,39.4,22.91,9.22,7.41,23.65,9.08,11.96,5.74,0.7374749498997996,3.116974083586271,2.8979719578822607,147.79301050000052,10,0 Bass guitar     1 Harpsichord     2 Flute           3 Guitar(1)       4 Guitar (2)      5 Guitar (3)      6 Whistle         7 Harpsichord     8 Bass Drum       9 Snare Drum      10 Hihats          11 Toms            12 Ride Cymbal     13 Crash Cymbal    14 Rimshots        15 Hihat fills     16 Fixing A Hole17 By The Beatles18 Played By19 Anne Wallace20,,,,3.944706167278445,,,,0.3721420912526835,0.8119463809149458,,,,,1.2111533515314608,,,,0.3653758714117256,0.6698557642548303,,0.23681769443352585,,,,64.51703406813627,11.260996278601322,29.0,60.0,68.0,72.0,81.0,5.008684034736139,0.9649218982651521,2.0,5.0,5.0,6.0,6.0,155.44689378757516,68.01103848385556,40.0,96.0,184.0,184.0,320.0,0.09552438209752839,0.1282565130260521,0.5651302605210421,0.0,0.331997327989312,0.43887775551102204,0.1629926519706079,0.17234468937875752,0.06012024048096192,0.032732130928523714,0.006680026720106881,ClassicRock,Beatles,SgtPepper,,,,,,,,,,,,,6.015169438611556,,,,,,,,,,,,,1.0758289547123032,,1.5697630031022285,,,,,1.420906166601155,,,,,,,,,,,,,,,,0.04736353888670517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,C,M,99.83000000000001,69.34,34.97,40.88,17.02,11.44,11.12,6.51,6.51,6.35,0.8520016174686615,6.329673202614378,2.144258619078766,162.16666666666646,11,0 Bass guitar     1 Electric Organ  2 Lead Voice      3 Flute           4 Electric Guitar 5 Hummm           6 Tom             7 Bass Drum       8 Snare Drum      9 Hihats          10 Toms            11 Crash Cymbal    12 Snare fills     13 Rimshots        14 Getting Better15 By The Beatles16 Played By17 Anne Wallace18,,,,1.2764645426515946,,1.7142857142857164,0.006166495375128476,0.19732785200411124,0.7523124357656742,,,,,1.9856115107913694,,,,0.14182939362795496,0.5673175745118199,,0.14799588900308344,,,,63.263243024666394,10.89776016873949,36.0,55.0,65.0,71.0,86.0,4.829761423372422,0.9140510400954596,3.0,4.0,5.0,5.0,7.0,104.93489688637283,46.30872253176229,64.0,64.0,96.0,128.0,256.0,0.18520016174686615,0.0,0.0343712090578245,0.0,0.6041245450869389,0.032753740396279825,0.2090578245046502,0.7015770319450061,0.053780832996360696,0.001213101496158512,0.0,ClassicRock,Beatles,SgtPepper,,,,,0.19732785200411124,,,,,2.682425488180887,,0.27132579650565297,,,,,,,,,,,,,,2.95375128468654,,,,,,,,,,,,0.6659815005138755,,,,,,,,,,,,,,7.04213771839672,,,,,,,,,,,,0.1849948612538543,,,,,,,,,,,,,,,,,,,,,,,,,
